IDPromo,IDBillet,IDPromotion,TauxPromotion,DateDebut,DateFin
572,1600,3,6.55,2024-05-26,2024-06-11
573,1601,1,21.66,2024-06-23,2024-07-16
574,1603,1,33.61,2024-06-08,2024-06-27
575,1609,2,6.77,2024-09-20,2024-10-12
576,1610,2,23.48,2024-11-22,2024-12-14
577,1616,3,30.47,2024-10-25,2024-11-17
578,1617,2,11.92,2024-10-25,2024-11-12
579,1623,2,23.71,2023-04-27,2023-05-25
580,1627,1,26.43,2023-02-23,2023-03-13
581,1631,1,8.03,2023-02-21,2023-03-07
582,1633,2,18.2,2023-03-27,2023-04-18
583,1636,1,23.32,2023-02-27,2023-03-15
584,1638,1,29.78,2021-10-22,2021-11-16
585,1639,1,31.51,2021-10-10,2021-10-29
586,1642,3,29.38,2021-10-29,2021-11-18
587,1643,3,6.17,2021-11-11,2021-11-29
588,1646,3,13.89,2021-11-25,2021-12-18
589,1649,1,8.83,2021-12-11,2022-01-06
590,1650,1,30.88,2021-11-09,2021-11-25
591,1651,1,32.8,2022-06-02,2022-06-17
592,1654,1,27.83,2022-05-15,2022-05-30
593,1655,1,7.43,2022-07-29,2022-08-14
594,1658,3,17.03,2022-06-11,2022-07-02
595,1660,1,20.37,2022-06-20,2022-07-01
596,1668,2,7.86,2022-06-30,2022-07-23
597,1669,1,13.88,2022-05-29,2022-06-20
598,1671,3,11.49,2023-05-13,2023-05-26
599,1672,2,31.9,2023-05-11,2023-05-26
600,1675,3,11.51,2023-05-05,2023-05-24
601,1677,1,31.21,2023-05-19,2023-06-11
602,1686,3,19.23,2023-09-07,2023-10-01
603,1687,1,14.3,2023-08-22,2023-09-05
604,1688,3,7.63,2023-10-01,2023-10-21
605,1690,2,17.62,2023-09-13,2023-10-01
606,1691,3,34.52,2023-08-30,2023-09-22
607,1696,3,24.99,2022-05-22,2022-06-11
608,1701,1,19.88,2022-06-14,2022-07-03
609,1704,1,12.65,2022-06-26,2022-07-16
610,1705,3,15.09,2022-06-03,2022-06-19
611,1707,2,14.66,2022-06-05,2022-06-30
612,1708,3,14.59,2022-07-13,2022-07-28
613,1713,2,31.07,2022-07-04,2022-07-21
614,1718,3,8.94,2023-07-25,2023-08-10
615,1724,1,7.53,2023-06-08,2023-07-03
616,1726,2,27.2,2023-05-11,2023-05-24
617,1727,2,27.76,2023-05-21,2023-06-08
618,1728,1,8.28,2023-07-07,2023-07-30
619,1729,1,34.03,2023-05-11,2023-06-02
620,1730,1,6.42,2023-06-25,2023-07-22
621,1731,1,33.03,2023-06-08,2023-07-01
622,1732,1,23.32,2023-07-17,2023-08-11
623,1736,2,20.73,2024-04-19,2024-05-06
624,1739,3,6.81,2024-02-27,2024-03-19
625,1741,3,18.61,2024-04-20,2024-05-02
626,1745,3,7.21,2024-03-15,2024-04-09
627,1746,2,27.62,2024-04-10,2024-04-27
628,1748,1,30.07,2024-03-12,2024-04-01
629,1749,3,27.42,2024-03-19,2024-04-05
630,1751,3,22.44,2024-02-21,2024-03-16
631,1754,2,9.14,2024-03-07,2024-03-19
632,1760,3,8.68,2022-09-04,2022-09-20
633,1763,1,10.52,2022-08-12,2022-09-02
634,1764,1,22.6,2022-10-05,2022-10-21
635,1767,1,15.3,2024-06-29,2024-07-17
636,1768,3,19.17,2024-04-21,2024-05-02
637,1773,3,30.83,2024-04-05,2024-04-27
638,1777,2,18.64,2024-05-20,2024-06-08
639,1778,2,28.76,2024-05-27,2024-06-09
640,1788,3,15.5,2021-09-21,2021-10-11
641,1790,1,13.62,2021-10-08,2021-10-24
642,1791,2,15.08,2021-11-08,2021-11-30
643,1797,2,17.01,2021-09-21,2021-10-12
644,1801,1,32.71,2021-11-08,2021-11-30
645,1803,3,34.69,2021-12-17,2021-12-31
646,1804,2,29.69,2021-11-01,2021-11-29
647,1805,1,5.42,2023-04-04,2023-04-23
648,1815,3,7.31,2024-09-09,2024-09-24
649,1818,2,27.85,2024-09-21,2024-10-03
650,1819,3,19.66,2024-07-21,2024-08-12
651,1820,2,10.7,2024-08-19,2024-09-16
652,1821,2,5.54,2024-07-25,2024-08-15
653,1828,2,8.68,2022-11-23,2022-12-11
654,1830,1,34.58,2022-10-02,2022-10-22
655,1836,3,9.84,2022-12-10,2022-12-25
656,1840,2,29.2,2024-08-11,2024-09-04
657,1843,2,13.38,2024-07-30,2024-08-13
658,1845,3,22.05,2024-09-07,2024-10-01
659,1847,1,17.66,2024-10-01,2024-10-22
660,1850,2,31.68,2024-08-03,2024-08-17
661,1857,3,30.8,2022-06-12,2022-06-22
662,1861,1,9.09,2022-05-20,2022-06-05
663,1863,2,8.08,2022-05-24,2022-06-07
664,1864,3,23.34,2022-05-28,2022-06-17
665,1866,1,10.1,2023-06-15,2023-07-06
666,1869,1,28.17,2023-05-21,2023-06-09
667,1874,2,10.8,2023-06-10,2023-07-05
668,1876,1,14.61,2023-06-20,2023-07-09
669,1879,1,33.29,2023-06-16,2023-07-04
670,1881,1,26.81,2023-05-22,2023-06-04
671,1883,3,23.12,2023-08-13,2023-08-29
672,1884,2,16.55,2023-06-23,2023-07-15
673,1886,2,18.47,2024-09-11,2024-09-25
674,1889,2,13.06,2024-07-30,2024-08-20
675,1890,2,19.5,2024-09-06,2024-09-26
676,1893,3,5.57,2024-09-18,2024-10-06
677,1894,1,8.3,2024-08-30,2024-09-22
678,1900,2,25.94,2024-09-22,2024-10-12
679,1901,3,12.13,2024-10-13,2024-11-02
680,1903,1,10.97,2024-08-09,2024-08-21
681,1910,3,26.96,2023-01-16,2023-02-01
682,1917,1,17.5,2023-01-18,2023-02-02
683,1921,1,8.76,2022-10-28,2022-11-13
684,1922,1,30.77,2022-12-06,2022-12-19
685,1925,2,12.84,2022-07-27,2022-08-13
686,1928,1,14.77,2022-09-02,2022-09-25
687,1929,2,25.95,2022-09-19,2022-10-10
688,1930,1,29.42,2022-08-03,2022-08-21
689,1934,2,33.82,2022-09-16,2022-10-08
690,1940,1,30.94,2022-09-01,2022-09-12
691,1943,3,21.05,2024-01-07,2024-01-24
692,1948,2,34.41,2023-11-20,2023-12-05
693,1950,3,19.11,2023-12-01,2023-12-20
694,1951,3,25.09,2023-12-17,2024-01-04
695,1954,1,9.16,2023-11-17,2023-12-10
696,1956,2,5.68,2024-01-10,2024-01-29
697,1963,1,25.88,2022-09-19,2022-10-07
698,1964,3,26.09,2022-09-19,2022-10-02
699,1967,2,24.71,2022-10-01,2022-10-17
700,1969,1,11.22,2022-10-23,2022-11-14
701,1971,2,18.94,2022-08-13,2022-09-03
702,1973,3,12.52,2024-11-29,2024-12-15
703,1976,2,18.19,2024-09-17,2024-10-14
704,1981,2,33.46,2024-10-05,2024-10-29
705,1982,1,9.54,2024-09-20,2024-10-11
706,1983,2,8.93,2024-11-24,2024-12-21
707,1985,3,24.17,2024-09-04,2024-09-20
708,1986,3,22.88,2024-10-18,2024-11-06
709,1988,3,13.92,2024-10-06,2024-10-27
710,1989,3,30.12,2024-10-10,2024-11-05
711,1990,3,26.03,2024-10-23,2024-11-10
712,1994,3,33.57,2021-12-02,2021-12-30
713,1995,1,19.0,2021-09-21,2021-10-15
714,1996,2,27.21,2021-10-29,2021-11-16
715,2005,1,9.66,2021-11-17,2021-12-08
716,2006,3,20.07,2021-11-30,2021-12-13
717,2008,3,7.94,2023-09-22,2023-10-12
718,2009,1,30.26,2023-08-08,2023-08-24
719,2012,3,5.32,2023-09-09,2023-10-03
720,2015,2,29.19,2023-08-31,2023-09-21
721,2021,1,21.57,2024-08-28,2024-09-22
722,2023,3,14.26,2024-06-26,2024-07-19
723,2024,3,15.16,2024-07-01,2024-07-15
724,2026,1,9.84,2024-07-22,2024-08-14
725,2027,1,21.16,2024-09-02,2024-09-19
726,2028,3,17.86,2024-08-19,2024-09-04
727,2030,2,5.66,2024-09-07,2024-09-24
728,2031,2,24.31,2024-07-05,2024-07-23
729,2035,3,20.26,2024-06-24,2024-07-13
730,2037,1,5.54,2021-11-09,2021-11-23
731,2040,3,16.28,2021-11-30,2021-12-13
732,2045,3,9.31,2022-01-10,2022-01-27
733,2054,2,26.12,2022-01-04,2022-01-27
734,2056,3,18.22,2022-06-28,2022-07-16
735,2058,3,10.07,2022-06-15,2022-07-03
736,2064,3,18.78,2022-07-21,2022-08-18
737,2066,3,33.8,2022-07-07,2022-07-23
738,2067,1,8.72,2023-12-02,2023-12-19
739,2069,2,23.17,2023-10-22,2023-11-14
740,2073,1,22.07,2023-11-30,2023-12-17
741,2076,3,24.35,2023-10-04,2023-10-16
742,2079,3,18.68,2023-11-15,2023-12-03
743,2080,2,30.13,2023-10-01,2023-10-23
744,2084,1,25.82,2023-08-13,2023-09-06
745,2090,2,33.43,2023-08-20,2023-08-30
746,2091,1,7.24,2023-07-13,2023-08-05
747,2093,1,31.73,2023-06-26,2023-07-15
748,2099,3,32.32,2023-04-08,2023-04-21
749,2102,1,9.57,2023-03-03,2023-03-25
750,2103,2,9.78,2023-04-12,2023-04-28
751,2109,3,35.0,2023-02-27,2023-03-18
752,2110,1,27.04,2023-03-27,2023-04-15
753,2113,1,31.94,2022-02-11,2022-03-01
754,2115,1,10.87,2022-02-11,2022-02-26
755,2118,2,24.14,2022-01-29,2022-02-15
756,2119,2,8.94,2022-02-02,2022-02-23
757,2121,1,17.26,2022-04-04,2022-04-17
758,2123,2,11.69,2022-01-23,2022-02-16
759,2126,3,8.11,2022-02-14,2022-03-09
760,2127,1,15.52,2022-01-22,2022-02-09
761,2128,1,15.5,2022-02-04,2022-02-16
762,2130,2,24.22,2022-03-05,2022-03-27
763,2133,1,34.3,2023-01-29,2023-02-18
764,2134,1,10.81,2023-01-22,2023-02-12
765,2135,2,15.21,2023-02-02,2023-02-19
766,2136,1,11.1,2023-03-28,2023-04-23
767,2137,3,9.45,2023-03-27,2023-04-12
768,2143,2,27.88,2023-04-15,2023-04-26
769,2144,1,24.03,2022-03-28,2022-04-22
770,2148,1,5.63,2022-02-23,2022-03-12
771,2155,3,22.64,2022-02-18,2022-03-10
772,2160,2,19.3,2022-02-27,2022-03-21
773,2161,2,8.13,2022-05-09,2022-05-27
774,2165,3,27.37,2022-03-30,2022-04-21
775,2168,2,29.86,2022-04-24,2022-05-10
776,2171,3,19.52,2022-04-21,2022-05-01
777,2176,3,29.18,2022-05-24,2022-06-15
778,2178,1,5.92,2022-05-24,2022-06-17
779,2181,3,19.74,2024-08-16,2024-09-02
780,2183,1,11.91,2024-07-08,2024-07-23
781,2184,3,17.38,2024-08-17,2024-09-08
782,2193,1,18.46,2022-03-22,2022-04-08
783,2198,3,10.82,2022-03-09,2022-03-22
784,2200,3,11.66,2022-03-21,2022-04-07
785,2202,2,14.8,2022-02-25,2022-03-10
786,2204,3,34.93,2022-03-05,2022-03-23
787,2205,3,16.25,2022-02-22,2022-03-14
788,2206,1,22.91,2022-02-17,2022-03-07
789,2214,1,15.62,2024-12-02,2024-12-23
790,2217,1,18.81,2024-11-25,2024-12-11
791,2218,3,20.59,2024-10-22,2024-11-08
792,2219,2,6.81,2024-11-13,2024-12-04
793,2220,2,29.22,2022-08-10,2022-09-01
794,2224,2,9.04,2022-07-21,2022-08-11
795,2225,2,25.77,2022-07-25,2022-08-15
796,2228,1,6.77,2022-06-10,2022-06-28
797,2230,2,12.4,2022-06-10,2022-06-28
798,2234,3,8.73,2022-08-09,2022-08-28
799,2235,3,8.45,2022-07-16,2022-07-31
800,2238,2,26.01,2022-07-14,2022-08-01
801,2240,2,7.23,2022-07-03,2022-07-31
802,2242,2,13.08,2022-07-17,2022-08-07
803,2248,2,20.75,2022-07-21,2022-08-09
804,2250,2,33.46,2024-06-25,2024-07-12
805,2252,1,21.62,2024-07-06,2024-07-25
806,2253,3,11.75,2024-07-26,2024-08-16
807,2256,2,26.71,2024-07-02,2024-07-19
808,2258,2,17.7,2024-05-20,2024-06-03
809,2262,3,9.2,2022-09-03,2022-09-23
810,2263,3,21.04,2022-09-11,2022-09-25
811,2265,2,27.21,2022-10-14,2022-11-02
812,2267,1,5.36,2022-10-28,2022-11-14
813,2270,2,18.33,2022-11-02,2022-11-22
814,2272,2,28.11,2022-09-10,2022-10-02
815,2274,3,34.66,2022-09-03,2022-09-27
816,2279,2,32.81,2023-04-18,2023-05-07
817,2284,2,12.04,2023-03-22,2023-04-12
818,2285,2,26.85,2023-05-27,2023-06-24
819,2286,2,28.35,2023-06-02,2023-06-16
820,2287,1,10.63,2023-04-26,2023-05-21
821,2292,2,34.67,2024-11-09,2024-11-28
822,2293,2,9.1,2024-08-25,2024-09-20
823,2296,2,13.87,2024-09-01,2024-09-26
824,2300,3,13.16,2024-03-16,2024-04-11
825,2303,3,32.08,2024-04-21,2024-05-08
826,2318,3,10.29,2023-01-27,2023-02-13
827,2319,3,11.29,2023-01-17,2023-02-13
828,2320,3,6.73,2022-11-30,2022-12-27
829,2321,3,28.11,2023-01-07,2023-01-21
830,2325,3,18.1,2023-01-19,2023-02-06
831,2327,3,32.09,2023-01-11,2023-01-30
832,2328,1,10.55,2022-12-12,2023-01-01
833,2329,1,29.32,2023-01-26,2023-02-16
834,2334,3,29.69,2022-11-20,2022-12-11
835,2335,1,20.92,2023-01-09,2023-02-03
836,2340,2,17.83,2023-01-17,2023-02-04
837,2341,3,32.58,2022-12-18,2023-01-07
838,2344,3,24.96,2023-01-17,2023-02-12
839,2345,3,30.21,2023-01-25,2023-02-07
840,2346,2,10.47,2023-01-06,2023-01-28
841,2350,3,7.02,2023-09-05,2023-09-23
842,2353,3,6.91,2023-08-02,2023-08-20
843,2357,3,16.41,2023-07-28,2023-08-15
844,2362,1,30.14,2023-08-01,2023-08-23
845,2363,3,30.51,2023-09-07,2023-09-24
846,2364,2,31.49,2023-08-21,2023-09-10
847,2366,1,29.45,2024-03-10,2024-03-27
848,2367,3,32.31,2024-03-02,2024-03-24
849,2369,1,30.66,2024-02-25,2024-03-11
850,2372,3,9.45,2024-02-18,2024-03-13
851,2374,1,10.21,2024-01-02,2024-01-17
852,2375,2,26.71,2024-02-22,2024-03-08
853,2377,2,18.7,2024-03-03,2024-03-29
854,2380,1,33.7,2024-02-01,2024-02-27
855,2381,3,21.99,2023-12-11,2023-12-29
856,2383,3,26.06,2023-12-15,2023-12-31
857,2385,2,19.41,2024-03-08,2024-03-23
858,2401,2,18.53,2023-12-14,2024-01-02
859,2402,1,34.75,2023-11-06,2023-12-04
860,2404,2,9.22,2024-03-12,2024-04-06
861,2408,2,17.3,2024-03-08,2024-03-27
862,2416,2,7.66,2024-10-16,2024-11-07
863,2422,1,20.94,2024-10-24,2024-11-12
864,2428,3,16.48,2024-10-15,2024-10-28
865,2440,1,33.36,2024-04-17,2024-05-09
866,2441,3,8.01,2024-06-24,2024-07-14
867,2444,3,13.75,2022-06-25,2022-07-13
868,2445,1,6.72,2022-07-17,2022-08-07
869,2458,2,34.3,2022-08-11,2022-08-27
870,2462,3,19.32,2022-07-20,2022-08-04
871,2468,2,14.52,2023-04-29,2023-05-15
872,2472,2,11.52,2023-03-15,2023-04-03
873,2473,1,21.34,2023-03-31,2023-04-20
874,2476,1,24.01,2023-04-06,2023-04-29
875,2477,2,26.3,2023-04-14,2023-05-02
876,2478,2,8.91,2023-04-11,2023-04-29
877,2486,3,29.76,2023-01-12,2023-01-30
878,2488,2,33.79,2023-03-01,2023-03-22
879,2489,3,12.07,2023-02-02,2023-02-22
880,2490,1,12.82,2023-02-20,2023-03-13
881,2491,3,27.92,2023-01-06,2023-01-30
882,2493,1,26.88,2023-01-26,2023-02-09
883,2494,3,11.75,2022-12-25,2023-01-13
884,2496,3,24.34,2023-01-15,2023-01-29
885,2497,1,27.5,2023-02-18,2023-03-14
886,2498,1,22.36,2022-02-06,2022-02-23
887,2499,2,34.78,2022-01-19,2022-02-16
888,2500,3,24.5,2022-03-02,2022-03-30
889,2504,2,26.95,2022-01-31,2022-02-21
890,2505,1,13.38,2022-02-14,2022-03-11
891,2507,2,25.4,2022-01-31,2022-02-19
892,2513,2,32.11,2023-09-18,2023-10-01
893,2520,1,16.62,2023-10-07,2023-10-27
894,2522,2,14.82,2023-10-17,2023-11-10
895,2523,1,24.63,2023-09-27,2023-10-19
896,2527,1,31.91,2023-10-09,2023-10-31
897,2528,3,26.51,2023-08-23,2023-09-12
898,2533,1,23.78,2021-12-30,2022-01-20
899,2542,2,22.0,2021-12-19,2022-01-13
900,2548,1,27.12,2022-01-17,2022-01-31
901,2550,3,22.19,2023-03-11,2023-03-25
902,2552,2,24.84,2023-01-20,2023-02-07
903,2554,2,11.7,2023-02-27,2023-03-24
904,2556,2,20.29,2023-01-28,2023-02-08
905,2561,3,9.38,2023-01-20,2023-02-13
906,2563,1,15.87,2023-02-02,2023-02-17
907,2565,1,14.28,2023-02-13,2023-03-10
908,2569,3,22.05,2023-01-21,2023-02-16
909,2570,1,20.98,2023-01-07,2023-01-26
910,2573,3,22.09,2023-02-13,2023-03-01
911,2574,3,27.97,2023-02-03,2023-02-23
912,2575,1,25.72,2023-01-31,2023-02-18
913,2578,1,33.56,2023-01-25,2023-02-07
914,2579,2,17.02,2021-11-18,2021-12-12
915,2582,3,21.24,2021-11-01,2021-11-23
916,2583,2,25.04,2021-10-05,2021-10-27
917,2589,3,10.24,2021-09-28,2021-10-17
918,2592,3,28.54,2021-11-15,2021-12-05
919,2594,2,15.16,2022-04-27,2022-05-23
920,2599,3,22.92,2022-04-16,2022-05-06
921,2604,2,27.66,2022-03-31,2022-04-22
922,2607,3,20.37,2022-02-27,2022-03-19
923,2608,1,5.14,2022-04-07,2022-04-20
924,2611,1,25.14,2022-01-18,2022-02-07
925,2612,1,14.37,2022-01-28,2022-02-15
926,2618,1,14.36,2022-03-11,2022-03-27
927,2620,2,8.68,2022-02-10,2022-03-01
928,2621,2,11.8,2022-01-24,2022-02-14
929,2622,1,28.6,2022-04-03,2022-04-24
930,2623,1,30.89,2022-01-21,2022-02-11
931,2625,2,16.44,2023-03-12,2023-03-30
932,2626,3,12.58,2023-02-24,2023-03-08
933,2629,1,15.47,2023-01-01,2023-01-20
934,2631,3,27.1,2023-01-20,2023-02-02
935,2633,1,24.24,2023-02-25,2023-03-14
936,2638,3,27.75,2023-02-22,2023-03-12
937,2639,2,15.09,2022-02-11,2022-02-26
938,2641,3,15.21,2022-03-28,2022-04-11
939,2647,3,22.85,2022-03-14,2022-03-31
940,2648,3,6.11,2022-02-12,2022-03-02
941,2651,1,15.04,2022-03-12,2022-03-30
942,2657,1,28.71,2021-12-03,2021-12-25
943,2661,1,24.6,2022-02-06,2022-02-28
944,2662,1,16.87,2023-08-12,2023-09-05
945,2664,3,33.24,2023-09-02,2023-09-16
946,2667,1,13.49,2023-07-27,2023-08-09
947,2673,1,30.7,2023-10-07,2023-10-29
948,2674,3,21.28,2023-09-05,2023-09-28
949,2675,3,25.13,2023-10-16,2023-11-01
950,2679,1,15.43,2023-08-11,2023-09-01
951,2680,2,14.1,2023-07-21,2023-08-14
952,2681,1,5.74,2023-07-31,2023-08-14
953,2687,1,24.61,2022-04-13,2022-05-04
954,2688,3,20.83,2022-02-16,2022-03-08
955,2690,3,20.34,2022-03-07,2022-04-04
956,2691,2,12.42,2022-03-03,2022-03-19
957,2694,2,32.76,2022-03-22,2022-04-11
958,2699,3,34.9,2022-04-09,2022-04-26
959,2700,2,22.03,2024-08-17,2024-09-14
960,2701,1,16.78,2024-09-26,2024-10-07
961,2703,1,11.29,2024-10-21,2024-11-10
962,2708,3,14.56,2024-09-17,2024-10-07
963,2710,2,17.72,2024-08-02,2024-08-25
964,2711,2,12.08,2024-10-15,2024-11-03
965,2714,2,16.62,2023-01-26,2023-02-06
966,2715,1,18.22,2023-03-20,2023-04-09
967,2717,2,15.69,2023-04-06,2023-04-19
968,2718,1,9.09,2023-01-31,2023-02-21
969,2719,2,28.74,2023-02-05,2023-03-04
970,2721,2,15.72,2023-01-30,2023-02-19
971,2728,2,27.62,2023-04-23,2023-05-10
972,2730,1,18.37,2023-05-04,2023-05-19
973,2735,2,32.68,2023-06-21,2023-07-19
974,2737,2,5.93,2023-06-03,2023-06-23
975,2745,1,30.01,2024-06-14,2024-07-08
976,2751,1,8.31,2024-07-26,2024-08-18
977,2752,3,8.57,2024-08-13,2024-08-27
978,2756,3,15.36,2023-01-05,2023-01-27
979,2758,3,15.87,2022-12-03,2022-12-23
980,2759,3,24.22,2023-02-14,2023-03-06
981,2760,2,32.41,2023-01-10,2023-01-31
982,2765,1,29.56,2022-12-06,2022-12-28
983,2766,3,30.6,2023-02-06,2023-02-23
984,2768,3,25.1,2023-01-23,2023-02-04
985,2772,3,30.62,2022-07-06,2022-07-27
986,2775,2,16.87,2022-08-23,2022-09-16
987,2782,2,25.26,2022-08-18,2022-09-06
988,2784,2,30.62,2022-07-08,2022-07-24
989,2788,3,12.67,2022-08-26,2022-09-17
990,2791,1,17.79,2024-05-18,2024-06-09
991,2792,1,17.92,2024-06-25,2024-07-11
992,2793,1,13.99,2024-07-02,2024-07-21
993,2796,2,14.13,2024-07-08,2024-07-18
994,2798,3,14.11,2024-06-13,2024-06-25
995,2800,3,21.32,2024-06-13,2024-06-25
996,2802,2,21.07,2024-05-25,2024-06-05
997,2807,3,12.2,2023-03-07,2023-03-26
998,2811,1,15.99,2023-01-25,2023-02-14
999,2814,2,18.6,2023-03-19,2023-04-05
1000,2817,2,34.68,2024-07-19,2024-08-05
1001,2820,1,16.24,2024-07-08,2024-07-28
1002,2821,2,17.81,2024-07-10,2024-07-30
1003,2824,1,11.9,2024-07-19,2024-08-13
1004,2826,3,5.16,2024-08-03,2024-08-27
1005,2833,2,14.85,2024-06-15,2024-07-10
1006,2835,2,22.53,2024-03-04,2024-03-28
1007,2837,3,23.84,2024-01-01,2024-01-24
1008,2838,3,12.55,2024-03-09,2024-03-25
1009,2845,2,25.53,2024-01-11,2024-01-26
1010,2846,3,27.31,2022-11-08,2022-11-30
1011,2850,2,25.15,2022-11-08,2022-11-24
1012,2851,1,13.44,2022-10-13,2022-10-28
1013,2852,1,20.61,2022-12-23,2023-01-12
1014,2853,2,28.77,2022-11-02,2022-11-20
1015,2855,1,28.96,2022-12-12,2023-01-09
1016,2860,1,13.78,2022-12-01,2022-12-17
1017,2861,1,5.81,2022-12-10,2022-12-22
1018,2864,3,23.33,2022-04-14,2022-05-02
1019,2867,3,27.32,2022-06-09,2022-06-28
1020,2871,1,22.47,2022-05-05,2022-06-01
1021,2880,1,10.53,2022-05-12,2022-05-28
1022,2882,2,26.52,2022-06-21,2022-07-07
1023,2884,3,25.53,2022-05-16,2022-06-01
1024,2893,3,31.17,2024-03-28,2024-04-09
1025,2894,1,17.39,2024-02-20,2024-03-07
1026,2901,1,16.93,2023-10-12,2023-10-31
1027,2904,3,13.79,2023-11-29,2023-12-18
1028,2905,2,14.62,2023-10-04,2023-10-27
1029,2906,2,10.19,2023-11-04,2023-11-24
1030,2911,2,22.32,2023-10-29,2023-11-15
1031,2912,2,18.86,2023-10-06,2023-10-31
1032,2913,3,33.12,2023-12-05,2023-12-18
1033,2916,2,7.91,2023-11-18,2023-12-08
1034,2922,1,12.25,2024-02-02,2024-02-23
1035,2923,3,26.6,2024-03-31,2024-04-16
1036,2926,2,31.1,2024-02-10,2024-03-05
1037,2929,3,29.77,2024-03-01,2024-03-24
1038,2930,1,34.98,2024-03-12,2024-03-27
1039,2931,2,15.75,2024-04-17,2024-05-06
1040,2932,2,31.71,2024-02-13,2024-03-04
1041,2937,2,19.03,2024-03-12,2024-04-08
1042,2941,3,16.21,2024-03-03,2024-03-29
1043,2943,3,11.06,2024-02-25,2024-03-17
1044,2946,1,13.81,2024-03-07,2024-03-30
1045,2952,1,31.54,2024-01-19,2024-02-06
1046,2954,1,5.06,2024-06-22,2024-07-17
1047,2955,2,23.09,2024-06-10,2024-07-01
1048,2964,3,16.79,2024-05-27,2024-06-15
1049,2965,3,16.31,2024-04-27,2024-05-13
1050,2967,3,27.25,2024-04-25,2024-05-15
1051,2970,3,30.69,2024-06-17,2024-06-30
1052,2971,2,30.0,2024-05-01,2024-05-21
1053,2974,1,15.29,2022-02-05,2022-02-22
1054,2979,1,30.66,2022-02-26,2022-03-08
1055,2983,2,9.83,2022-03-09,2022-03-25
1056,2989,3,6.95,2022-05-28,2022-06-19
1057,2991,2,30.15,2022-05-09,2022-06-01
1058,2996,2,21.05,2022-04-11,2022-05-03
1059,2998,1,33.79,2022-06-25,2022-07-16
1060,2999,2,21.8,2022-05-05,2022-05-27
1061,3000,2,19.16,2022-04-03,2022-04-24
1062,3003,3,15.06,2022-06-16,2022-07-07
1063,3006,3,34.2,2022-02-09,2022-02-28
1064,3008,1,18.7,2022-01-24,2022-02-14
1065,3011,3,25.58,2022-02-24,2022-03-09
1066,3015,2,26.87,2022-03-18,2022-04-09
1067,3021,2,28.61,2022-03-05,2022-03-27
1068,3024,3,21.21,2024-01-17,2024-02-05
1069,3028,3,7.61,2024-03-07,2024-03-19
1070,3032,2,5.54,2024-03-03,2024-03-25
1071,3037,2,24.14,2024-02-20,2024-03-10
1072,3045,2,13.36,2023-09-23,2023-10-10
1073,3049,1,16.92,2023-10-09,2023-10-22
1074,3051,2,30.29,2023-10-27,2023-11-08
1075,3053,2,5.46,2023-08-31,2023-09-24
1076,3056,2,28.25,2023-08-09,2023-09-02
1077,3064,3,20.8,2022-06-27,2022-07-25
1078,3066,3,18.76,2022-06-17,2022-07-09
1079,3067,1,33.43,2023-03-30,2023-04-10
1080,3070,3,5.55,2023-04-19,2023-05-11
1081,3071,1,26.85,2023-02-08,2023-02-24
1082,3072,3,12.37,2023-03-24,2023-04-10
1083,3074,3,19.02,2023-04-19,2023-05-05
1084,3079,1,27.39,2023-03-25,2023-04-15
1085,3084,2,28.54,2022-12-05,2022-12-24
1086,3087,3,19.67,2022-10-18,2022-11-03
1087,3088,2,29.63,2022-10-21,2022-11-14
1088,3089,3,28.31,2022-12-30,2023-01-10
1089,3093,1,15.33,2022-12-22,2023-01-07
1090,3103,1,34.33,2022-10-08,2022-11-03
1091,3106,2,34.88,2022-12-30,2023-01-15
1092,3114,2,25.98,2024-05-04,2024-05-25
1093,3117,1,20.42,2024-06-19,2024-07-06
1094,3118,2,10.83,2024-05-15,2024-06-11
1095,3120,3,26.17,2024-04-06,2024-04-28
1096,3121,1,11.95,2024-03-21,2024-04-09
1097,3127,1,29.24,2024-06-01,2024-06-14
1098,3131,2,13.29,2022-07-06,2022-07-28
1099,3132,1,34.2,2022-09-03,2022-09-27
1100,3134,1,16.93,2022-08-10,2022-09-05
1101,3138,1,16.86,2022-08-12,2022-09-02
1102,3141,2,10.05,2022-07-01,2022-07-22
1103,3150,2,18.97,2024-02-02,2024-02-23
1104,3154,2,5.02,2024-04-09,2024-04-27
1105,3158,1,9.18,2022-10-07,2022-10-29
1106,3159,1,10.28,2022-10-02,2022-10-28
1107,3168,2,16.46,2022-10-25,2022-11-18
1108,3170,3,5.29,2022-10-02,2022-10-17
1109,3172,3,10.78,2022-10-12,2022-11-06
1110,3173,2,5.12,2022-11-17,2022-12-05
1111,3176,2,6.99,2023-06-01,2023-06-28
1112,3178,1,24.43,2023-06-08,2023-07-01
1113,3179,1,27.03,2023-04-27,2023-05-21
1114,3181,3,13.72,2023-06-23,2023-07-16
1115,3186,2,14.15,2024-04-26,2024-05-06
1116,3190,3,6.72,2024-04-22,2024-05-20
1117,3193,2,5.55,2024-06-09,2024-06-23
1118,3194,1,33.13,2024-06-07,2024-06-24
1119,3197,3,30.47,2024-07-12,2024-07-24
1120,3199,3,20.66,2024-06-01,2024-06-21
1121,3206,3,23.3,2023-02-15,2023-03-08
1122,3212,2,26.22,2023-04-09,2023-04-29
1123,3214,1,32.12,2023-04-20,2023-05-06
1124,3218,2,12.27,2022-05-16,2022-05-30
