IDBillet;IDCanal;IDVol;TarifBase;PrixAchat;DateAchat;Classe;Status
414;23;VOL00027;1025.06;1025.06;28/10/2022;Affaire;Payé
415;27;VOL00028;56.54;312.54;20/02/2023;Affaire;Payé
416;26;VOL00028;56.54;56.54;11/12/2022;Eco;Payé
417;40;VOL00028;56.54;37.72;30/01/2023;Eco;Payé
418;26;VOL00028;56.54;56.54;24/02/2023;Eco;Payé
419;16;VOL00028;56.54;141.54;22/02/2023;Affaire;Payé
420;21;VOL00028;56.54;56.54;29/01/2023;Eco;Payé
421;11;VOL00028;56.54;40.79;04/01/2023;Eco;Payé
422;15;VOL00028;56.54;49.39;13/12/2022;Eco;Payé
423;30;VOL00028;56.54;56.54;26/02/2023;Eco;Payé
424;30;VOL00028;56.54;56.54;04/01/2023;Eco;Payé
425;33;VOL00028;56.54;56.54;03/01/2023;Eco;Payé
426;20;VOL00028;56.54;308.54;01/03/2023;Affaire;Payé
427;38;VOL00028;56.54;221.54;30/01/2023;Affaire;Payé
428;34;VOL00028;56.54;297.11;16/02/2023;Affaire;Payé
429;41;VOL00028;84.82;61.89;03/03/2023;Affaire;Payé
430;39;VOL00028;56.54;260.54;20/01/2023;Affaire;Payé
431;24;VOL00029;618.52;768.52;14/10/2023;Affaire;Payé
432;37;VOL00029;618.52;808.52;18/10/2023;Affaire;Payé
433;33;VOL00029;927.78;927.78;26/08/2023;Affaire;Payé
434;13;VOL00029;927.78;927.78;26/08/2023;Affaire;Payé
435;37;VOL00029;618.52;568.79;22/08/2023;Eco;Payé
436;11;VOL00029;618.52;784.52;31/10/2023;Affaire;Payé
437;40;VOL00029;618.52;567.86;27/08/2023;Eco;Payé
438;13;VOL00029;618.52;618.52;01/09/2023;Eco;Payé
439;39;VOL00029;618.52;795.58;26/09/2023;Affaire;Payé
440;36;VOL00029;927.78;927.78;27/08/2023;Affaire;Payé
441;19;VOL00029;927.78;927.78;08/09/2023;Affaire;Payé
442;13;VOL00029;618.52;618.52;27/09/2023;Eco;Payé
443;15;VOL00029;618.52;618.52;23/09/2023;Eco;Payé
444;23;VOL00029;618.52;618.52;06/11/2023;Eco;Payé
445;30;VOL00030;1527.45;1527.45;24/05/2022;Affaire;Payé
446;21;VOL00030;1018.3;850.99;02/06/2022;Eco;Payé
447;36;VOL00030;1018.3;746.21;30/05/2022;Eco;Payé
448;12;VOL00030;1018.3;821.56;24/05/2022;Eco;Payé
449;6;VOL00030;1018.3;865.96;22/06/2022;Eco;Payé
450;42;VOL00030;1018.3;1222.13;10/07/2022;Affaire;Payé
451;13;VOL00030;1018.3;1018.3;22/04/2022;Eco;Payé
452;29;VOL00030;1018.3;1046.05;21/06/2022;Affaire;Payé
453;12;VOL00030;1018.3;1018.3;01/05/2022;Eco;Payé
454;37;VOL00030;1018.3;853.54;25/04/2022;Eco;Payé
455;32;VOL00030;1018.3;1018.3;07/05/2022;Eco;Payé
456;14;VOL00030;1018.3;1018.3;22/04/2022;Eco;Payé
457;40;VOL00030;1018.3;741.53;03/05/2022;Eco;Payé
458;42;VOL00030;1018.3;1018.3;15/05/2022;Eco;Payé
459;1;VOL00030;1018.3;763.32;05/07/2022;Eco;Payé
460;12;VOL00030;1018.3;1210.3;20/06/2022;Affaire;Payé
461;5;VOL00031;1022.1;858.26;15/05/2022;Eco;Payé
462;1;VOL00031;1022.1;1022.1;18/06/2022;Eco;Payé
463;35;VOL00031;1022.1;1022.1;18/06/2022;Eco;Payé
464;21;VOL00031;1022.1;836.69;13/06/2022;Eco;Payé
465;29;VOL00031;1533.15;1533.15;12/06/2022;Affaire;Payé
466;17;VOL00031;1022.1;1199.1;18/05/2022;Affaire;Payé
467;31;VOL00031;1022.1;885.96;09/04/2022;Eco;Payé
468;34;VOL00031;1022.1;948.3;19/04/2022;Eco;Payé
469;25;VOL00031;1022.1;1004.49;30/05/2022;Affaire;Payé
470;28;VOL00031;1022.1;809.09;02/06/2022;Eco;Payé
471;14;VOL00032;778.2;669.8;09/12/2023;Eco;Payé
472;4;VOL00032;1167.3;1167.3;09/01/2024;Affaire;Payé
473;15;VOL00032;1167.3;1167.3;23/11/2023;Affaire;Payé
474;3;VOL00032;778.2;839.29;28/12/2023;Affaire;Payé
475;1;VOL00032;778.2;778.2;16/01/2024;Eco;Payé
476;29;VOL00032;778.2;778.2;01/01/2024;Eco;Payé
477;4;VOL00032;778.2;778.2;07/01/2024;Eco;Payé
478;5;VOL00032;778.2;778.2;04/12/2023;Eco;Payé
479;36;VOL00032;778.2;659.14;19/01/2024;Eco;Payé
480;3;VOL00032;778.2;727.46;24/12/2023;Eco;Payé
481;2;VOL00032;1167.3;1005.16;26/12/2023;Affaire;Payé
482;3;VOL00032;778.2;987.59;21/01/2024;Affaire;Payé
483;5;VOL00032;778.2;866.2;28/11/2023;Affaire;Payé
484;39;VOL00033;921.23;921.23;19/04/2022;Eco;Payé
485;10;VOL00033;921.23;610.59;10/04/2022;Eco;Payé
486;10;VOL00033;921.23;921.23;17/04/2022;Eco;Payé
487;27;VOL00033;921.23;678.58;04/07/2022;Eco;Payé
488;11;VOL00033;1381.85;944.08;22/04/2022;Affaire;Payé
489;13;VOL00033;921.23;705.02;15/04/2022;Eco;Payé
490;18;VOL00033;1381.85;1262.32;25/05/2022;Affaire;Payé
491;16;VOL00033;921.23;921.23;19/05/2022;Eco;Payé
492;30;VOL00033;921.23;640.72;27/04/2022;Eco;Payé
493;16;VOL00033;1381.85;1381.85;23/04/2022;Affaire;Payé
494;33;VOL00033;921.23;1078.44;05/07/2022;Affaire;Payé
495;2;VOL00033;921.23;1049.23;04/07/2022;Affaire;Payé
496;15;VOL00033;921.23;672.96;12/06/2022;Eco;Payé
497;24;VOL00033;921.23;921.23;12/05/2022;Eco;Payé
498;40;VOL00033;921.23;921.23;29/04/2022;Eco;Payé
499;19;VOL00033;921.23;789.34;17/06/2022;Affaire;Payé
500;10;VOL00033;921.23;921.23;15/05/2022;Eco;Payé
501;8;VOL00033;921.23;719.2;18/04/2022;Eco;Payé
502;34;VOL00033;921.23;921.23;02/05/2022;Eco;Payé
503;17;VOL00033;1381.85;1048.41;28/05/2022;Affaire;Payé
504;19;VOL00034;496.9;496.9;11/12/2023;Eco;Payé
505;13;VOL00034;496.9;496.9;31/10/2023;Eco;Payé
506;35;VOL00034;496.9;369.89;25/10/2023;Eco;Payé
507;24;VOL00034;496.9;752.9;03/12/2023;Affaire;Payé
508;8;VOL00034;496.9;386.54;06/12/2023;Eco;Payé
509;41;VOL00034;745.35;616.4;03/12/2023;Affaire;Payé
510;35;VOL00034;496.9;454.42;11/11/2023;Eco;Payé
511;21;VOL00034;496.9;496.9;20/10/2023;Eco;Payé
512;6;VOL00034;496.9;426.24;12/12/2023;Eco;Payé
513;4;VOL00034;496.9;445.37;01/10/2023;Eco;Payé
514;27;VOL00034;496.9;464.9;27/10/2023;Eco;Payé
515;18;VOL00034;496.9;496.9;29/09/2023;Eco;Payé
516;40;VOL00034;496.9;496.9;05/11/2023;Eco;Payé
517;17;VOL00034;496.9;349.52;17/11/2023;Eco;Payé
518;17;VOL00034;496.9;429.87;14/11/2023;Eco;Payé
519;19;VOL00034;496.9;496.9;12/12/2023;Eco;Payé
520;19;VOL00034;496.9;496.9;01/10/2023;Eco;Payé
521;9;VOL00034;496.9;496.9;01/10/2023;Eco;Payé
522;1;VOL00034;496.9;496.9;02/10/2023;Eco;Payé
523;31;VOL00035;184.84;380.84;08/09/2023;Affaire;Payé
524;29;VOL00035;184.84;184.84;06/10/2023;Eco;Payé
525;19;VOL00035;184.84;184.84;27/09/2023;Eco;Payé
526;21;VOL00035;184.84;167.35;03/11/2023;Eco;Payé
527;12;VOL00035;184.84;184.84;17/10/2023;Eco;Payé
528;33;VOL00035;184.84;383.84;11/09/2023;Affaire;Payé
529;4;VOL00035;277.26;277.26;14/10/2023;Affaire;Payé
530;23;VOL00035;184.84;184.84;14/10/2023;Eco;Payé
531;10;VOL00035;277.26;277.26;17/09/2023;Affaire;Payé
532;6;VOL00035;277.26;229.9;15/09/2023;Affaire;Payé
533;17;VOL00036;97.53;300.53;05/06/2023;Affaire;Payé
534;5;VOL00036;97.53;303.94;20/04/2023;Affaire;Payé
535;16;VOL00036;146.3;146.3;15/05/2023;Affaire;Payé
536;40;VOL00036;97.53;68.22;21/03/2023;Eco;Payé
537;8;VOL00036;146.3;113.37;23/05/2023;Affaire;Payé
538;31;VOL00036;146.3;111.83;12/06/2023;Affaire;Payé
539;40;VOL00036;97.53;91.2;18/04/2023;Eco;Payé
540;27;VOL00036;146.3;107.44;20/05/2023;Affaire;Payé
541;12;VOL00036;97.53;97.53;21/04/2023;Eco;Payé
542;20;VOL00036;97.53;97.53;02/06/2023;Eco;Payé
543;11;VOL00036;146.3;146.3;09/05/2023;Affaire;Payé
544;4;VOL00036;97.53;97.53;18/04/2023;Eco;Payé
545;23;VOL00036;97.53;97.53;22/05/2023;Eco;Payé
546;41;VOL00037;59.23;59.23;11/02/2022;Affaire;Payé
547;35;VOL00037;39.49;125.49;27/01/2022;Affaire;Payé
548;26;VOL00037;39.49;39.49;05/03/2022;Eco;Payé
549;21;VOL00037;39.49;39.49;04/03/2022;Eco;Payé
550;23;VOL00037;39.49;166.49;20/01/2022;Affaire;Payé
551;21;VOL00037;39.49;29.63;24/02/2022;Eco;Payé
552;24;VOL00037;39.49;39.49;19/02/2022;Eco;Payé
553;42;VOL00037;39.49;31.28;18/01/2022;Eco;Payé
554;29;VOL00037;39.49;39.49;05/03/2022;Eco;Payé
555;1;VOL00037;59.23;49.47;28/01/2022;Affaire;Payé
556;7;VOL00037;59.23;59.23;05/01/2022;Affaire;Payé
557;35;VOL00037;39.49;39.49;21/12/2021;Eco;Payé
558;32;VOL00037;39.49;256.49;07/01/2022;Affaire;Payé
559;7;VOL00037;39.49;39.49;18/03/2022;Eco;Payé
560;11;VOL00037;39.49;39.49;28/12/2021;Eco;Payé
561;17;VOL00038;1213.81;1213.81;12/07/2024;Eco;Payé
562;33;VOL00038;1213.81;1283.81;26/06/2024;Affaire;Payé
563;5;VOL00038;1820.72;1820.72;23/06/2024;Affaire;Payé
564;24;VOL00038;1213.81;1213.81;27/06/2024;Eco;Payé
565;18;VOL00038;1213.81;1213.81;25/04/2024;Eco;Payé
566;9;VOL00038;1213.81;1213.81;01/06/2024;Eco;Payé
567;40;VOL00038;1213.81;1068.76;07/06/2024;Eco;Payé
568;8;VOL00038;1213.81;1213.81;13/05/2024;Eco;Payé
569;30;VOL00038;1213.81;1299.81;14/06/2024;Affaire;Payé
570;22;VOL00038;1213.81;1213.81;25/06/2024;Eco;Payé
571;7;VOL00038;1820.72;1820.72;30/05/2024;Affaire;Payé
572;16;VOL00039;617.52;756.52;30/07/2022;Affaire;Payé
573;11;VOL00039;617.52;813.6;15/07/2022;Affaire;Payé
574;30;VOL00039;617.52;617.52;17/06/2022;Eco;Payé
575;8;VOL00039;617.52;799.43;08/07/2022;Affaire;Payé
576;3;VOL00039;617.52;617.52;22/07/2022;Eco;Payé
577;12;VOL00039;617.52;869.52;29/06/2022;Affaire;Payé
578;20;VOL00039;617.52;539.21;30/07/2022;Affaire;Payé
579;33;VOL00039;617.52;584.42;18/06/2022;Eco;Payé
580;10;VOL00039;617.52;617.52;21/06/2022;Eco;Payé
581;41;VOL00039;617.52;617.52;14/07/2022;Eco;Payé
582;28;VOL00039;617.52;617.52;06/07/2022;Eco;Payé
583;4;VOL00039;617.52;695.52;29/08/2022;Affaire;Payé
584;6;VOL00039;926.28;643.02;22/08/2022;Affaire;Payé
585;9;VOL00039;617.52;716.52;08/07/2022;Affaire;Payé
586;25;VOL00039;617.52;496.73;07/07/2022;Eco;Payé
587;40;VOL00040;586.39;402.56;15/12/2023;Eco;Payé
588;32;VOL00040;586.39;771.69;28/12/2023;Affaire;Payé
589;18;VOL00040;586.39;791.39;18/11/2023;Affaire;Payé
590;26;VOL00040;586.39;586.39;03/01/2024;Eco;Payé
591;6;VOL00040;586.39;499.72;30/01/2024;Eco;Payé
592;5;VOL00040;586.39;586.39;25/12/2023;Eco;Payé
593;4;VOL00040;586.39;707.66;24/12/2023;Affaire;Payé
594;30;VOL00040;586.39;734.39;21/01/2024;Affaire;Payé
595;37;VOL00040;586.39;586.39;28/12/2023;Eco;Payé
596;42;VOL00040;586.39;471.34;18/01/2024;Eco;Payé
597;28;VOL00040;586.39;703.39;16/11/2023;Affaire;Payé
598;34;VOL00040;879.59;879.59;01/12/2023;Affaire;Payé
599;14;VOL00041;814.86;814.86;09/05/2022;Eco;Payé
600;40;VOL00041;1222.3;1222.3;17/04/2022;Affaire;Payé
601;21;VOL00041;814.86;1020.86;14/04/2022;Affaire;Payé
602;7;VOL00041;814.86;814.86;10/03/2022;Eco;Payé
603;30;VOL00041;814.86;666.62;22/04/2022;Affaire;Payé
604;35;VOL00041;1222.3;1222.3;21/04/2022;Affaire;Payé
605;24;VOL00041;814.86;814.86;23/04/2022;Eco;Payé
606;34;VOL00041;814.86;532.35;07/05/2022;Eco;Payé
607;35;VOL00041;814.86;814.86;25/05/2022;Eco;Payé
608;14;VOL00041;814.86;1052.86;20/05/2022;Affaire;Payé
609;1;VOL00041;1222.3;1222.3;05/05/2022;Affaire;Payé
610;37;VOL00041;814.86;814.86;24/03/2022;Eco;Payé
611;27;VOL00041;814.86;814.86;17/04/2022;Eco;Payé
612;28;VOL00041;814.86;645.78;24/03/2022;Eco;Payé
613;11;VOL00041;814.86;814.86;11/04/2022;Eco;Payé
614;36;VOL00041;1222.3;1222.3;27/04/2022;Affaire;Payé
615;3;VOL00042;912.67;912.67;06/06/2023;Affaire;Payé
616;34;VOL00042;608.44;608.44;28/06/2023;Eco;Payé
617;32;VOL00042;608.44;463.08;11/07/2023;Eco;Payé
618;36;VOL00042;608.44;559.7;27/07/2023;Eco;Payé
619;13;VOL00042;608.44;903.44;15/07/2023;Affaire;Payé
620;40;VOL00042;608.44;432.36;30/06/2023;Eco;Payé
621;31;VOL00042;608.44;836.44;14/06/2023;Affaire;Payé
622;37;VOL00042;608.44;608.44;19/06/2023;Eco;Payé
623;19;VOL00042;912.67;912.67;15/06/2023;Affaire;Payé
624;29;VOL00042;608.44;560.43;15/07/2023;Eco;Payé
625;20;VOL00043;408.51;408.51;31/10/2023;Eco;Payé
626;18;VOL00043;408.51;644.51;16/12/2023;Affaire;Payé
627;13;VOL00043;408.51;551.54;23/12/2023;Affaire;Payé
628;24;VOL00043;408.51;408.51;12/12/2023;Eco;Payé
629;22;VOL00043;408.51;408.51;02/11/2023;Eco;Payé
630;13;VOL00043;408.51;339.8;01/12/2023;Eco;Payé
631;15;VOL00043;408.51;408.51;05/12/2023;Eco;Payé
632;12;VOL00043;408.51;289.18;11/12/2023;Eco;Payé
633;9;VOL00043;612.77;431.33;31/10/2023;Affaire;Payé
634;31;VOL00043;408.51;506.51;24/12/2023;Affaire;Payé
635;38;VOL00043;408.51;269.58;14/12/2023;Eco;Payé
636;33;VOL00043;408.51;408.51;16/11/2023;Eco;Payé
637;7;VOL00043;612.77;518.59;11/11/2023;Affaire;Payé
638;13;VOL00043;408.51;408.51;08/11/2023;Eco;Payé
639;10;VOL00044;405.55;546.55;30/11/2022;Affaire;Payé
640;19;VOL00044;405.55;563.87;11/01/2023;Affaire;Payé
641;18;VOL00044;608.33;608.33;13/12/2022;Affaire;Payé
642;31;VOL00044;608.33;533.14;03/12/2022;Affaire;Payé
643;42;VOL00044;405.55;405.55;19/12/2022;Eco;Payé
644;35;VOL00044;405.55;405.55;15/11/2022;Eco;Payé
645;40;VOL00044;405.55;488.55;09/11/2022;Affaire;Payé
646;28;VOL00044;405.55;356.03;19/12/2022;Eco;Payé
647;6;VOL00044;608.33;608.33;22/12/2022;Affaire;Payé
648;34;VOL00044;608.33;566.66;11/11/2022;Affaire;Payé
649;21;VOL00044;405.55;405.55;11/01/2023;Eco;Payé
650;5;VOL00044;405.55;405.55;03/11/2022;Eco;Payé
651;19;VOL00044;608.33;608.33;23/10/2022;Affaire;Payé
652;19;VOL00044;608.33;608.33;24/10/2022;Affaire;Payé
653;32;VOL00044;405.55;405.55;29/11/2022;Eco;Payé
654;42;VOL00044;405.55;405.55;29/10/2022;Eco;Payé
655;33;VOL00044;405.55;405.55;04/01/2023;Eco;Payé
656;2;VOL00045;165.4;116.06;28/02/2022;Affaire;Payé
657;4;VOL00045;110.27;110.27;16/04/2022;Eco;Payé
658;41;VOL00045;110.27;73.12;15/04/2022;Eco;Payé
659;19;VOL00045;165.4;165.4;23/04/2022;Affaire;Payé
660;37;VOL00045;110.27;110.27;17/02/2022;Eco;Payé
661;18;VOL00045;110.27;85.83;16/04/2022;Eco;Payé
662;21;VOL00045;165.4;165.4;13/04/2022;Affaire;Payé
663;16;VOL00045;110.27;94.48;28/03/2022;Eco;Payé
664;13;VOL00045;110.27;249.18;26/02/2022;Affaire;Payé
665;17;VOL00045;110.27;82.92;10/04/2022;Eco;Payé
666;28;VOL00045;110.27;79.7;20/03/2022;Eco;Payé
667;33;VOL00045;110.27;110.27;16/03/2022;Eco;Payé
668;16;VOL00045;110.27;94.79;29/04/2022;Eco;Payé
669;22;VOL00046;175.44;149.3;17/02/2022;Eco;Payé
670;15;VOL00046;175.44;410.39;03/03/2022;Affaire;Payé
671;42;VOL00046;175.44;136.72;04/03/2022;Eco;Payé
672;13;VOL00046;175.44;123.65;14/03/2022;Eco;Payé
673;23;VOL00046;175.44;175.44;01/01/2022;Eco;Payé
674;17;VOL00046;175.44;175.44;22/01/2022;Eco;Payé
675;34;VOL00046;175.44;175.44;13/02/2022;Eco;Payé
676;2;VOL00046;263.16;263.16;02/02/2022;Affaire;Payé
677;14;VOL00046;263.16;243.74;18/02/2022;Affaire;Payé
678;6;VOL00046;175.44;135.49;19/01/2022;Eco;Payé
679;20;VOL00046;175.44;175.44;11/03/2022;Eco;Payé
680;3;VOL00046;175.44;175.44;17/02/2022;Eco;Payé
681;42;VOL00046;175.44;175.44;09/03/2022;Eco;Payé
682;15;VOL00046;175.44;175.44;11/01/2022;Eco;Payé
683;14;VOL00046;175.44;443.44;11/03/2022;Affaire;Payé
684;26;VOL00046;263.16;221.21;07/02/2022;Affaire;Payé
685;36;VOL00047;376.56;376.56;28/01/2023;Affaire;Payé
686;29;VOL00047;251.04;457.04;06/02/2023;Affaire;Payé
687;3;VOL00047;251.04;229.1;08/03/2023;Eco;Payé
688;39;VOL00047;251.04;220.39;04/02/2023;Eco;Payé
689;32;VOL00047;251.04;251.04;30/03/2023;Eco;Payé
690;25;VOL00047;251.04;251.04;05/03/2023;Eco;Payé
691;16;VOL00047;251.04;251.04;11/02/2023;Eco;Payé
692;32;VOL00047;376.56;346.66;07/01/2023;Affaire;Payé
693;32;VOL00047;251.04;251.04;19/02/2023;Eco;Payé
694;32;VOL00047;251.04;251.04;29/03/2023;Eco;Payé
695;40;VOL00047;376.56;376.56;06/03/2023;Affaire;Payé
696;31;VOL00047;376.56;376.56;14/03/2023;Affaire;Payé
697;39;VOL00047;251.04;171.16;10/01/2023;Eco;Payé
698;19;VOL00047;251.04;251.04;27/01/2023;Eco;Payé
699;19;VOL00047;251.04;251.04;12/01/2023;Eco;Payé
700;26;VOL00047;251.04;222.2;13/01/2023;Eco;Payé
701;20;VOL00047;376.56;337.66;05/02/2023;Affaire;Payé
702;31;VOL00047;251.04;229.43;01/03/2023;Eco;Payé
703;37;VOL00048;1022.44;1304.44;29/05/2023;Affaire;Payé
704;5;VOL00048;1022.44;761.92;30/06/2023;Eco;Payé
705;13;VOL00048;1533.66;1533.66;12/05/2023;Affaire;Payé
706;17;VOL00048;1022.44;1022.44;26/07/2023;Eco;Payé
707;22;VOL00048;1022.44;1253.44;08/06/2023;Affaire;Payé
708;24;VOL00048;1022.44;1022.44;11/07/2023;Eco;Payé
709;1;VOL00048;1022.44;1022.44;05/07/2023;Eco;Payé
710;14;VOL00048;1022.44;1022.44;03/06/2023;Eco;Payé
711;42;VOL00048;1022.44;674.71;01/08/2023;Eco;Payé
712;38;VOL00048;1533.66;1420.94;09/05/2023;Affaire;Payé
713;41;VOL00048;1022.44;858.85;05/06/2023;Eco;Payé
714;7;VOL00048;1022.44;769.59;09/06/2023;Eco;Payé
715;38;VOL00048;1022.44;913.39;19/05/2023;Affaire;Payé
716;14;VOL00048;1022.44;1022.44;06/07/2023;Eco;Payé
717;33;VOL00049;94.32;94.32;22/05/2022;Eco;Payé
718;26;VOL00049;94.32;273.65;18/04/2022;Affaire;Payé
719;31;VOL00049;94.32;94.32;20/05/2022;Eco;Payé
720;22;VOL00049;94.32;236.68;13/03/2022;Affaire;Payé
721;12;VOL00049;94.32;297.32;25/03/2022;Affaire;Payé
722;24;VOL00049;94.32;94.32;10/05/2022;Eco;Payé
723;37;VOL00049;94.32;94.32;09/04/2022;Eco;Payé
724;30;VOL00049;141.47;132.16;03/04/2022;Affaire;Payé
725;10;VOL00049;94.32;94.32;18/04/2022;Eco;Payé
726;2;VOL00049;94.32;94.32;10/03/2022;Eco;Payé
727;37;VOL00050;720.08;831.08;23/03/2023;Affaire;Payé
728;19;VOL00050;720.08;745.39;27/02/2023;Affaire;Payé
729;9;VOL00050;720.08;515.87;08/04/2023;Eco;Payé
730;41;VOL00050;1080.12;1080.12;28/02/2023;Affaire;Payé
731;16;VOL00050;720.08;720.08;27/02/2023;Eco;Payé
732;42;VOL00050;1080.12;1080.12;18/03/2023;Affaire;Payé
733;19;VOL00050;720.08;720.08;04/04/2023;Eco;Payé
734;16;VOL00050;720.08;720.08;02/04/2023;Eco;Payé
735;23;VOL00050;720.08;662.62;01/04/2023;Eco;Payé
736;24;VOL00050;720.08;720.08;25/02/2023;Eco;Payé
737;33;VOL00051;1058.98;1058.98;05/07/2022;Eco;Payé
738;41;VOL00051;1058.98;1078.65;11/05/2022;Affaire;Payé
739;30;VOL00051;1058.98;862.96;22/05/2022;Eco;Payé
740;34;VOL00051;1058.98;1058.98;27/05/2022;Eco;Payé
741;22;VOL00051;1058.98;952.22;25/06/2022;Affaire;Payé
742;34;VOL00051;1058.98;1058.98;08/05/2022;Eco;Payé
743;7;VOL00051;1058.98;1058.98;02/06/2022;Eco;Payé
744;26;VOL00051;1058.98;1058.98;29/06/2022;Eco;Payé
745;30;VOL00051;1058.98;1058.98;22/05/2022;Eco;Payé
746;10;VOL00051;1058.98;1058.98;16/06/2022;Eco;Payé
747;39;VOL00051;1058.98;1058.98;28/04/2022;Eco;Payé
748;31;VOL00051;1058.98;1058.98;29/06/2022;Eco;Payé
749;32;VOL00051;1058.98;850.04;24/06/2022;Eco;Payé
750;26;VOL00052;82.26;82.26;11/12/2023;Eco;Payé
751;14;VOL00052;123.39;101.56;13/11/2023;Affaire;Payé
752;33;VOL00052;82.26;82.26;16/01/2024;Eco;Payé
753;31;VOL00052;82.26;377.26;24/12/2023;Affaire;Payé
754;39;VOL00052;82.26;219.18;05/12/2023;Affaire;Payé
755;16;VOL00052;82.26;82.26;17/11/2023;Eco;Payé
756;42;VOL00052;82.26;82.26;23/01/2024;Eco;Payé
757;40;VOL00052;82.26;63.23;10/12/2023;Eco;Payé
758;10;VOL00052;82.26;82.26;18/01/2024;Eco;Payé
759;36;VOL00052;123.39;123.39;14/01/2024;Affaire;Payé
760;31;VOL00052;82.26;82.26;13/11/2023;Eco;Payé
761;14;VOL00052;82.26;72.14;14/01/2024;Eco;Payé
762;30;VOL00052;82.26;82.26;07/01/2024;Eco;Payé
763;16;VOL00052;123.39;123.39;22/11/2023;Affaire;Payé
764;4;VOL00052;123.39;83.24;18/01/2024;Affaire;Payé
765;8;VOL00052;123.39;98.81;18/12/2023;Affaire;Payé
766;10;VOL00053;149.18;385.18;09/06/2023;Affaire;Payé
767;41;VOL00053;149.18;129.55;25/04/2023;Eco;Payé
768;22;VOL00053;149.18;260.37;17/06/2023;Affaire;Payé
769;35;VOL00053;149.18;149.18;24/06/2023;Eco;Payé
770;7;VOL00053;149.18;100.71;08/06/2023;Eco;Payé
771;31;VOL00053;149.18;367.18;07/07/2023;Affaire;Payé
772;7;VOL00053;149.18;104.32;17/04/2023;Eco;Payé
773;33;VOL00053;149.18;330.23;08/05/2023;Affaire;Payé
774;26;VOL00053;149.18;176.08;02/06/2023;Affaire;Payé
775;15;VOL00053;149.18;332.18;21/06/2023;Affaire;Payé
776;10;VOL00053;149.18;435.07;26/06/2023;Affaire;Payé
777;19;VOL00053;149.18;113.81;28/06/2023;Eco;Payé
778;30;VOL00053;149.18;352.18;22/05/2023;Affaire;Payé
779;12;VOL00053;149.18;447.18;13/05/2023;Affaire;Payé
780;21;VOL00053;149.18;320.18;21/04/2023;Affaire;Payé
781;23;VOL00053;149.18;251.45;10/05/2023;Affaire;Payé
782;34;VOL00053;223.77;223.77;17/05/2023;Affaire;Payé
783;1;VOL00053;149.18;149.18;30/04/2023;Eco;Payé
784;20;VOL00053;149.18;141.42;13/06/2023;Eco;Payé
785;28;VOL00054;756.41;756.41;03/07/2024;Eco;Payé
786;39;VOL00054;756.41;756.41;28/06/2024;Eco;Payé
787;18;VOL00054;756.41;650.97;01/05/2024;Eco;Payé
788;28;VOL00054;1134.62;1134.62;05/06/2024;Affaire;Payé
789;14;VOL00054;756.41;756.41;18/06/2024;Eco;Payé
790;39;VOL00054;756.41;595.75;28/04/2024;Eco;Payé
791;35;VOL00054;756.41;610.88;29/05/2024;Eco;Payé
792;13;VOL00054;756.41;688.1;13/04/2024;Affaire;Payé
793;16;VOL00054;756.41;756.41;24/04/2024;Eco;Payé
794;18;VOL00054;756.41;521.32;26/05/2024;Eco;Payé
795;20;VOL00054;756.41;756.41;13/06/2024;Eco;Payé
796;22;VOL00054;756.41;854.41;14/05/2024;Affaire;Payé
797;13;VOL00054;756.41;702.25;28/04/2024;Eco;Payé
798;29;VOL00055;134.85;134.85;21/12/2023;Eco;Payé
799;24;VOL00055;134.85;324.74;04/11/2023;Affaire;Payé
800;38;VOL00055;134.85;134.85;01/12/2023;Eco;Payé
801;22;VOL00055;134.85;401.85;22/10/2023;Affaire;Payé
802;5;VOL00055;202.27;173.69;02/01/2024;Affaire;Payé
803;21;VOL00055;134.85;134.85;19/12/2023;Eco;Payé
804;13;VOL00055;134.85;134.85;13/11/2023;Eco;Payé
805;38;VOL00055;134.85;128.07;16/10/2023;Eco;Payé
806;40;VOL00055;134.85;134.85;29/11/2023;Eco;Payé
807;6;VOL00055;202.27;202.27;18/12/2023;Affaire;Payé
808;7;VOL00055;134.85;134.85;25/12/2023;Eco;Payé
809;2;VOL00056;334.1;567.1;24/08/2022;Affaire;Payé
810;38;VOL00056;334.1;334.1;08/09/2022;Eco;Payé
811;18;VOL00056;334.1;324.17;27/10/2022;Affaire;Payé
812;16;VOL00056;334.1;334.1;27/10/2022;Eco;Payé
813;24;VOL00056;334.1;334.1;04/10/2022;Eco;Payé
814;36;VOL00056;334.1;334.1;26/09/2022;Eco;Payé
815;26;VOL00056;334.1;334.1;06/10/2022;Eco;Payé
816;2;VOL00056;334.1;334.1;16/10/2022;Eco;Payé
817;8;VOL00056;334.1;334.1;16/09/2022;Eco;Payé
818;22;VOL00056;501.14;501.14;13/09/2022;Affaire;Payé
819;14;VOL00056;334.1;455.1;20/09/2022;Affaire;Payé
820;7;VOL00057;107.77;75.98;10/12/2023;Eco;Payé
821;14;VOL00057;107.77;94.74;30/10/2023;Eco;Payé
822;3;VOL00057;107.77;107.77;31/10/2023;Eco;Payé
823;10;VOL00057;107.77;107.77;25/12/2023;Eco;Payé
824;31;VOL00057;107.77;107.77;12/01/2024;Eco;Payé
825;6;VOL00057;107.77;107.77;04/12/2023;Eco;Payé
826;15;VOL00057;107.77;79.42;06/12/2023;Eco;Payé
